,Episode Length,Episode Length (seconds),Cumulative Pairwise Action Distance,Hit Obstacle
0,1200,30.0,6.656036290886715,0
1,1200,30.0,5.014333590645689,0
2,1200,30.0,4.9673700035847475,0
3,1,0.025,0.0,1
4,1200,30.0,5.813699073878374,0
5,1200,30.0,6.317690471536237,0
6,1200,30.0,4.10519751891031,0
7,1200,30.0,3.285730970420341,0
8,1200,30.0,6.446532606823248,0
9,1200,30.0,4.752378449339833,0
10,1200,30.0,4.293605660572418,0
11,1,0.025,0.0,1
12,1200,30.0,8.868933825630608,0
13,1200,30.0,5.639042815111206,0
14,1200,30.0,5.752530088246412,0
15,1,0.025,0.0,1
16,1200,30.0,6.227020259967519,0
17,1200,30.0,5.261088527214252,0
18,1200,30.0,5.488137552095187,0
19,1200,30.0,5.028666405252179,0
20,1200,30.0,6.144467145355302,0
21,1200,30.0,6.093798784282428,0
22,1200,30.0,6.856249348802344,0
23,1200,30.0,6.129695301285892,0
24,1200,30.0,6.291005820354819,0
25,1200,30.0,6.752551775280407,0
26,1200,30.0,5.073106879261597,0
27,1200,30.0,5.669568111310931,0
28,1200,30.0,6.412058094147011,0
29,1200,30.0,5.24719790023073,0
30,81,2.025,0.0,1
31,1200,30.0,5.314454824531146,0
32,1200,30.0,5.228881340828612,0
33,1200,30.0,5.8185474321662145,0
34,1200,30.0,5.796368480071739,0
35,1200,30.0,6.295669096234482,0
36,1200,30.0,4.073233740342973,0
37,1,0.025,0.0,1
38,1,0.025,0.0,1
39,1200,30.0,7.61777986326468,0
40,1200,30.0,6.00742601845266,0
41,1200,30.0,3.251930626728002,0
42,1200,30.0,4.589312892166527,0
43,1200,30.0,5.561904567978159,0
44,1200,30.0,5.638573040928422,0
45,1200,30.0,6.395015807212057,0
46,1200,30.0,4.53238137032484,0
47,1200,30.0,5.5817120923739845,0
48,1200,30.0,7.938396900664757,0
49,1200,30.0,7.157053456572394,0
50,1200,30.0,7.904584901854503,0
51,1200,30.0,5.802741844739198,0
52,1200,30.0,5.314864217781776,0
53,1200,30.0,5.400534812253614,0
54,1200,30.0,6.12020046741953,0
55,1200,30.0,6.509561836172125,0
56,1200,30.0,5.712684587274711,0
57,1200,30.0,6.287227075454279,0
58,1200,30.0,6.178093215015323,0
59,1200,30.0,6.28068509118334,0
60,1200,30.0,6.9346912959219065,0
61,1200,30.0,4.412774406043764,0
62,1200,30.0,8.622340202717679,0
63,1200,30.0,5.657276533864949,0
64,1200,30.0,4.876925732439654,0
65,1200,30.0,4.100104543165545,0
66,1200,30.0,8.727577581724125,0
67,1200,30.0,4.025978305073619,0
68,1200,30.0,6.340803629770596,0
69,1200,30.0,5.611817506757477,0
70,1200,30.0,6.541438445382768,0
71,1200,30.0,5.96426368332266,0
72,1200,30.0,5.420614482466322,0
73,1200,30.0,7.622877701724722,0
74,1200,30.0,5.216700422509339,0
75,1200,30.0,6.67061243638344,0
76,1200,30.0,5.398575632373679,0
77,1200,30.0,7.133373835260413,0
78,1200,30.0,6.214745674343955,0
79,1200,30.0,5.779285356732765,0
80,1200,30.0,6.478411925807138,0
81,1200,30.0,6.343239694761612,0
82,1200,30.0,5.522515443875154,0
83,1200,30.0,7.0748901501045856,0
84,1200,30.0,5.300720415376646,0
85,1200,30.0,4.43880756560569,0
86,1200,30.0,6.666843326259127,0
87,1200,30.0,5.100446866545803,0
88,1200,30.0,5.434575611033633,0
89,1200,30.0,5.647728826398087,0
90,1200,30.0,5.8099036240430575,0
91,1200,30.0,6.85843506758091,0
92,1200,30.0,4.863751330422464,0
93,1200,30.0,4.177330374671747,0
94,1200,30.0,8.154901075531464,0
95,42,1.05,0.0,1
96,1200,30.0,6.130315938536443,0
97,1200,30.0,6.694030164414306,0
98,1200,30.0,5.213731866148906,0
99,1200,30.0,4.949022015741575,0
100,1200,30.0,5.933372510187545,0
101,1200,30.0,5.160310769994767,0
102,1200,30.0,6.701406655185897,0
103,1200,30.0,5.0125096567849345,0
104,1200,30.0,6.689272948311521,0
105,1200,30.0,4.560055827138895,0
106,1200,30.0,5.023396724691796,0
107,1200,30.0,5.502734628593905,0
108,1200,30.0,6.428057605586633,0
109,1200,30.0,8.001905937174707,0
110,1200,30.0,5.741082335787646,0
111,1200,30.0,5.896060910377268,0
112,1200,30.0,4.8956696433025,0
113,1200,30.0,3.370206183964855,0
114,1200,30.0,6.8565706107956945,0
115,1200,30.0,5.1258866564557275,0
116,1200,30.0,6.735859776418239,0
117,1200,30.0,7.001458313757751,0
118,1200,30.0,5.938731917486137,0
119,1200,30.0,7.988482500955607,0
120,1200,30.0,6.489687068892542,0
121,1200,30.0,5.911430657166048,0
122,1200,30.0,6.589057360535513,0
123,1200,30.0,5.32562778541845,0
124,1200,30.0,6.874016996233664,0
125,1,0.025,0.0,1
126,18,0.45,0.0,1
127,1200,30.0,4.518979017873487,0
128,1200,30.0,5.154973686976825,0
129,1200,30.0,7.24005284343861,0
130,1200,30.0,8.634354995592,0
131,1200,30.0,5.319182173463307,0
132,1200,30.0,7.880996642798257,0
133,1200,30.0,4.903199976334237,0
134,1200,30.0,5.776967991481529,0
135,1200,30.0,5.944069896780636,0
136,1200,30.0,9.065874792415181,0
137,1200,30.0,8.207144286824324,0
138,1200,30.0,6.246036023825781,0
139,1200,30.0,8.40132399924031,0
140,1200,30.0,5.777502009346678,0
141,1200,30.0,6.198503607076591,0
142,1200,30.0,6.767454475036744,0
143,1200,30.0,6.2082497640343135,0
144,1200,30.0,5.468853978244505,0
145,1200,30.0,7.5819681656672255,0
146,1200,30.0,7.521269389563084,0
147,1200,30.0,6.299930931749171,0
148,1200,30.0,6.300183010388269,0
149,1200,30.0,8.516999655689629,0
150,1200,30.0,6.396636354271369,0
151,1200,30.0,9.189419235150083,0
152,1200,30.0,4.987119705388918,0
153,1200,30.0,7.463609366987246,0
154,1200,30.0,6.641576441766447,0
155,1200,30.0,6.352213025296511,0
156,1200,30.0,7.9585814279521445,0
157,1200,30.0,5.6985102891947905,0
158,1200,30.0,6.83230110316808,0
159,1200,30.0,6.61891426769237,0
160,1200,30.0,6.4440886417385785,0
161,1200,30.0,6.316453324792239,0
162,1200,30.0,6.394592963600333,0
163,1200,30.0,4.316453943405382,0
164,1,0.025,0.0,1
165,1200,30.0,4.858089021448933,0
166,1200,30.0,5.487771346305435,0
167,1200,30.0,5.9569032238208095,0
168,1200,30.0,5.431934486350396,0
169,1200,30.0,7.265994569134433,0
170,1200,30.0,6.626685320375921,0
171,1200,30.0,5.524773486340363,0
172,1200,30.0,4.704394431770648,0
173,1200,30.0,4.88524170828876,0
174,1200,30.0,2.403683268550429,0
175,1200,30.0,5.710837514013942,0
176,1200,30.0,8.363437529895235,0
177,1200,30.0,5.458784208772649,0
178,1200,30.0,6.767060107370871,0
179,1200,30.0,6.772813649449861,0
180,1200,30.0,3.8121316704010337,0
181,1200,30.0,5.335940021140106,0
182,1200,30.0,7.438845385632665,0
183,1200,30.0,6.616321489679946,0
184,1200,30.0,7.328398656996213,0
185,1200,30.0,5.916494139570227,0
186,1200,30.0,5.05477252138544,0
187,1200,30.0,8.112460533123045,0
188,1200,30.0,7.262234802125759,0
189,1200,30.0,4.773821177958107,0
190,1200,30.0,2.7663476855599747,0
191,1200,30.0,6.50951876787795,0
192,1200,30.0,6.482053510508431,0
193,1200,30.0,4.446383589380781,0
194,1200,30.0,5.139908704914752,0
195,1200,30.0,3.9406169610324335,0
196,1200,30.0,5.557376284430416,0
197,1200,30.0,2.6472485652263393,0
198,1200,30.0,8.395000732761778,0
199,1200,30.0,8.303788654315648,0
200,1200,30.0,6.196043659872509,0
201,1200,30.0,6.554844948046909,0
202,1200,30.0,8.016113675432857,0
203,1200,30.0,4.563579108496731,0
204,1200,30.0,8.10102371976172,0
205,1200,30.0,4.550684301228979,0
206,1200,30.0,7.494210682209744,0
207,1200,30.0,5.071755050344584,0
208,1200,30.0,7.369502051100017,0
209,1200,30.0,7.933851471410733,0
210,1200,30.0,4.484663559330321,0
211,1200,30.0,4.762376240041732,0
212,1200,30.0,5.3443758141887585,0
213,1200,30.0,6.322822084007066,0
214,1200,30.0,4.417788549993602,0
215,1200,30.0,6.291424812959365,0
216,1200,30.0,5.4986514062583645,0
217,1200,30.0,7.134962357886077,0
218,1200,30.0,7.0473189981374205,0
219,1200,30.0,5.45245885479436,0
220,1200,30.0,5.706072869605345,0
221,1200,30.0,3.7894645051015847,0
222,1200,30.0,5.826000886644929,0
223,1200,30.0,6.03826908439951,0
224,1200,30.0,7.347830342289783,0
225,1200,30.0,5.726325166752765,0
226,1200,30.0,4.7319272947170194,0
227,1200,30.0,5.353385616599116,0
228,1200,30.0,5.982023044876468,0
229,1200,30.0,6.784216789532789,0
230,1200,30.0,6.110375322130051,0
231,1200,30.0,5.55826733184081,0
232,1200,30.0,2.4252507887851653,0
233,1200,30.0,7.302647199287585,0
234,1200,30.0,5.018580426103765,0
235,1200,30.0,3.8209510765718036,0
236,1200,30.0,5.556487224640443,0
237,1200,30.0,8.654536371606522,0
238,1200,30.0,4.547744074599391,0
239,1200,30.0,4.601282285628918,0
240,1200,30.0,6.421305161928387,0
241,1200,30.0,5.405558549329517,0
242,1200,30.0,5.499176043347983,0
243,1200,30.0,5.86220288276636,0
244,1,0.025,0.0,1
245,1200,30.0,6.206545585477563,0
246,1200,30.0,5.8487159588773565,0
247,1200,30.0,7.203009187773241,0
248,1200,30.0,5.045199258306141,0
249,1200,30.0,3.630633861726994,0
250,733,18.325,5.35230331634593,0
251,1200,30.0,6.601101066045383,0
252,1200,30.0,4.797325951352937,0
253,1200,30.0,5.9244788679410965,0
254,1200,30.0,5.356108724878401,0
255,1200,30.0,5.668102663999561,0
256,1200,30.0,4.701725148786994,0
257,1200,30.0,5.771632935502989,0
258,1200,30.0,9.439517051427135,0
259,1200,30.0,5.7857310897942895,0
260,1200,30.0,6.6558585366176715,0
261,1200,30.0,6.331852004220005,0
262,1200,30.0,5.411414911971441,0
263,1200,30.0,5.831974752272766,0
264,1200,30.0,6.081568270214308,0
265,1200,30.0,6.644947070605181,0
266,1200,30.0,6.757954281014318,0
267,1200,30.0,2.3013276098547304,0
268,1200,30.0,8.499490639767608,0
269,1200,30.0,5.846612412880293,0
270,1200,30.0,5.384376902137375,0
271,1200,30.0,3.3781272557726676,0
272,1200,30.0,5.873562675367346,0
273,1200,30.0,2.550854813805828,0
274,1200,30.0,3.8358516784224763,0
275,1200,30.0,6.2488000616837684,0
276,1200,30.0,7.688277209215698,0
277,1200,30.0,7.255868287848521,0
278,1200,30.0,6.592581753608753,0
279,1200,30.0,5.849732849408246,0
280,1200,30.0,8.505766648351813,0
281,1200,30.0,6.034808481014768,0
282,1200,30.0,5.840901060816579,0
283,1200,30.0,6.99736858678919,0
284,1200,30.0,6.840153148451119,0
285,1200,30.0,6.390137315672916,0
286,1200,30.0,7.646511490798485,0
287,1200,30.0,4.507695345551257,0
288,1200,30.0,5.680903819015182,0
289,1200,30.0,3.7993563978434417,0
290,1200,30.0,5.4214437228761145,0
291,1200,30.0,6.210454286798819,0
292,1200,30.0,7.014191425009016,0
293,1200,30.0,6.109089688408474,0
294,1200,30.0,4.572940193986518,0
295,1200,30.0,6.085146087457443,0
296,1200,30.0,7.029926129026819,0
297,1200,30.0,6.465807869117932,0
298,1200,30.0,6.845775108966149,0
299,1200,30.0,4.395209295393898,0
300,1200,30.0,4.399161027316084,0
301,1200,30.0,6.7872489715683875,0
302,1200,30.0,5.337675127033821,0
303,1200,30.0,5.933151825043383,0
304,1200,30.0,7.19205593765632,0
305,1200,30.0,7.282365808301683,0
306,1200,30.0,4.617458663311866,0
307,1200,30.0,5.4418641895125335,0
308,1200,30.0,7.302665432195504,0
309,1200,30.0,4.478672593652191,0
310,1200,30.0,5.713578167603508,0
311,1200,30.0,5.167265538740087,0
312,1200,30.0,8.656867825674286,0
313,1200,30.0,6.184662927166907,0
314,1200,30.0,6.988567248405303,0
315,1200,30.0,5.443184878572337,0
316,1200,30.0,7.157704459100579,0
317,42,1.05,0.0,1
318,1200,30.0,8.44358514771872,0
319,1200,30.0,4.382252185884927,0
320,1200,30.0,7.039149056999992,0
321,1200,30.0,6.97678595108247,0
322,1200,30.0,7.9868850613180875,0
323,1200,30.0,7.245730021154738,0
324,1200,30.0,6.489708029000309,0
325,1,0.025,0.0,1
326,1200,30.0,6.736064095932137,0
327,1200,30.0,6.608539798037185,0
328,1200,30.0,8.172826577542605,0
329,1200,30.0,6.0571548822798835,0
330,1200,30.0,6.729552895013815,0
331,1200,30.0,6.7081864502116435,0
332,1200,30.0,5.366581850515408,0
333,1200,30.0,4.7182225502465815,0
334,1200,30.0,7.0705993284791075,0
335,34,0.8500000000000001,0.0,1
336,1,0.025,0.0,1
337,1200,30.0,5.892550753988511,0
338,1200,30.0,7.517109120407532,0
339,1200,30.0,6.8153692747472086,0
340,1200,30.0,5.349776337303552,0
341,1200,30.0,7.360830550568783,0
342,1200,30.0,3.401078388066765,0
343,1200,30.0,6.226335097721482,0
344,1200,30.0,6.056205095147822,0
345,1200,30.0,6.461000324076612,0
346,1200,30.0,7.277290991330054,0
347,1200,30.0,4.466443978130977,0
348,1200,30.0,3.6050792124185955,0
349,1200,30.0,7.290741885518078,0
350,1200,30.0,8.205273167976065,0
351,1200,30.0,7.75520438916048,0
352,1200,30.0,5.266631659482107,0
353,1200,30.0,5.344460558571461,0
354,1200,30.0,3.6340181992017966,0
355,1200,30.0,6.147915403101241,0
356,1200,30.0,6.608858771099409,0
357,1200,30.0,9.956305498436627,0
358,1200,30.0,8.365216609641797,0
359,1200,30.0,7.136240338475385,0
360,1200,30.0,5.294926588833741,0
361,1200,30.0,6.440232517125534,0
362,1200,30.0,7.869687509378521,0
363,1200,30.0,6.8849033607667955,0
364,1200,30.0,7.17131328064194,0
365,1200,30.0,6.933085176089007,0
366,1200,30.0,7.699209328260688,0
367,1200,30.0,4.149269565693904,0
368,1200,30.0,6.9038322321581065,0
369,1200,30.0,5.509634487372892,0
370,1200,30.0,7.835340519009911,0
371,1200,30.0,6.894565867322664,0
372,58,1.4500000000000002,0.0,1
373,1200,30.0,6.945067262087653,0
374,1200,30.0,8.30460588721826,0
375,1200,30.0,7.470463435567169,0
376,1200,30.0,5.05867078776296,0
377,1200,30.0,6.927862197291581,0
378,1200,30.0,6.091604280893925,0
379,1200,30.0,7.788012604407791,0
380,1200,30.0,7.929100159034,0
381,1200,30.0,5.930002314450978,0
382,670,16.75,5.324145907170762,0
383,1200,30.0,7.4167008040125575,0
384,1200,30.0,4.166280109727794,0
385,1200,30.0,5.415214372071506,0
386,1200,30.0,5.891393445401729,0
387,1200,30.0,6.529596784271666,0
388,1200,30.0,5.691368998153092,0
389,1200,30.0,5.630309517491192,0
390,1200,30.0,7.1881596226994455,0
391,1200,30.0,5.601356373707782,0
392,1200,30.0,5.853763601501761,0
393,1200,30.0,5.583045163278026,0
394,1200,30.0,5.529080333707884,0
395,1200,30.0,3.7797795345489362,0
396,1200,30.0,5.2534551523955475,0
397,1200,30.0,5.967158560915087,0
398,1200,30.0,7.541718897677856,0
399,1200,30.0,5.246569114722407,0
400,1200,30.0,6.837378339436507,0
401,1200,30.0,6.645079549794034,0
402,1200,30.0,5.138671499387592,0
403,1200,30.0,4.589041977271147,0
404,1200,30.0,7.487248646862288,0
405,1200,30.0,5.758905181629309,0
406,1200,30.0,5.293847988577476,0
407,1200,30.0,7.861767634240144,0
408,1200,30.0,5.8637827442014965,0
409,1200,30.0,5.263170257663723,0
410,1200,30.0,5.813821514817851,0
411,1200,30.0,5.681335333376004,0
412,1200,30.0,4.640927643793633,0
413,1200,30.0,4.992348601550866,0
414,1200,30.0,7.460946243375264,0
415,1200,30.0,4.968642754673268,0
416,1200,30.0,6.777412205131882,0
417,1200,30.0,3.646838892506068,0
418,1200,30.0,5.947768637753132,0
419,1200,30.0,3.501364712761295,0
420,1200,30.0,6.052708064933912,0
421,1200,30.0,4.442397340141858,0
422,1200,30.0,3.4363740318169333,0
423,1200,30.0,3.9770705656389027,0
424,1200,30.0,6.647525079862452,0
425,1200,30.0,6.941713569233542,0
426,1200,30.0,5.443811465577302,0
427,1200,30.0,5.129875953691106,0
428,1200,30.0,6.478726096305665,0
429,1200,30.0,6.045934834679804,0
430,1200,30.0,4.389277545650572,0
431,1200,30.0,6.311148929911551,0
432,1200,30.0,5.54772780499413,0
433,1200,30.0,5.84314799454785,0
434,1200,30.0,6.860751132069275,0
435,1200,30.0,6.952028646530191,0
436,1200,30.0,4.14514772579545,0
437,1,0.025,0.0,1
438,1200,30.0,2.874187691366736,0
439,1200,30.0,3.6760960565449188,0
440,1200,30.0,6.538242595631028,0
441,1200,30.0,7.743482228811072,0
442,1,0.025,0.0,1
443,1200,30.0,6.032687219259269,0
444,1200,30.0,6.1842410279711375,0
445,1200,30.0,5.890882586097297,0
446,1200,30.0,6.941537405834943,0
447,1200,30.0,5.5348375664906415,0
448,1200,30.0,8.226899861410883,0
449,1200,30.0,6.257859302643574,0
450,1200,30.0,7.990314921654813,0
451,1200,30.0,6.552476336774039,0
452,1200,30.0,5.537905758261315,0
453,1200,30.0,5.514509433404365,0
454,1200,30.0,6.523938231933423,0
455,1200,30.0,6.761105691977021,0
456,1200,30.0,6.2638231223656335,0
457,1200,30.0,3.8189696810810396,0
458,1200,30.0,6.375656500745092,0
459,1200,30.0,5.6046387379503635,0
460,85,2.125,0.0,1
461,1200,30.0,7.325996835113546,0
462,1200,30.0,8.116892906774673,0
463,1200,30.0,3.5265298726174295,0
464,1200,30.0,4.959885368575622,0
465,1200,30.0,7.5408798412969436,0
466,1200,30.0,5.8599788060464695,0
467,1200,30.0,4.78718597597913,0
468,1200,30.0,4.826447263577246,0
469,1200,30.0,6.198976467567463,0
470,1200,30.0,8.001286234967797,0
471,1200,30.0,7.863092623807049,0
472,1200,30.0,4.499155335352191,0
473,1200,30.0,6.037266605616867,0
474,1200,30.0,6.745792592823641,0
475,1200,30.0,4.74945854488963,0
476,1200,30.0,7.406135001880842,0
477,1200,30.0,4.837959363406969,0
478,1200,30.0,6.777024441991611,0
479,1200,30.0,5.637014449230772,0
480,1200,30.0,8.427298899702393,0
481,1200,30.0,5.913348835527705,0
482,1200,30.0,7.448647148231609,0
483,1200,30.0,9.322972167466768,0
484,1200,30.0,5.770889638968551,0
485,1200,30.0,8.869863567739484,0
486,1200,30.0,5.258376156386972,0
487,1200,30.0,8.955873312881335,0
488,1200,30.0,7.5040756116125475,0
489,1200,30.0,2.2371720935328336,0
490,1200,30.0,6.159681740000891,0
491,1200,30.0,6.9139081959133915,0
492,1200,30.0,6.176755952920917,0
493,1200,30.0,10.011787789826005,0
494,1200,30.0,4.449655232271871,0
495,1200,30.0,7.834969119878644,0
496,1200,30.0,7.517941347323787,0
497,1200,30.0,7.4191973018062285,0
498,1200,30.0,5.247792254581507,0
499,1200,30.0,8.091361762329969,0
500,1200,30.0,7.394737235662648,0
501,1200,30.0,3.361292322501262,0
